DeploymentYear,total.spring,total.nov,total.dec,total.jan,total.feb,total.mar
FMM5_2017,78,30,2,0,5,31
FMM5_2018,78,30,31,58,52,31
FMM6_2017,78,30,31,5,4,31
FMM6_2018,78,30,31,58,52,31
FMM7_2017,78,30,12,0,27,31
FMM7_2018,78,30,51,62,29,31
FMM8_2017,37,0,0,0,2,31
FMM8_2018,78,30,31,56,51,31
FMM9_2017,78,0,0,0,2,31
FMM9_2018,78,30,31,56,51,31
LID1_2018,65,30,31,31,28,1
LID10_2018,65,0,0,0,0,0
LID11_2018,65,30,31,31,28,2
LID12_2018,66,30,31,31,28,2
LID13_2018,66,30,31,31,28,1
LID14_2018,66,30,31,31,28,1
LID15_2018,1,0,0,0,0,0
LID17_2018,13,0,0,0,0,0
LID18_2018,66,30,31,31,28,2
LID19_2018,66,30,31,31,28,2
LID20_2018,66,30,31,31,28,1
LID21_2018,65,0,0,0,0,0
LID22_2018,65,30,31,31,28,3
LID23_2018,66,30,31,31,28,2
LID25_2018,66,30,31,31,28,2
LID4_2018,66,30,31,22,0,0
LID5_2018,66,30,31,31,28,2
LID6_2018,65,30,31,31,28,2
LID7_2018,66,30,31,31,28,2
LID8_2018,67,0,0,0,0,0
LID9_2018,65,30,31,31,28,1
LLB126_2017,78,0,0,0,8,31
LLB126_2018,78,60,62,43,28,31
LLB127_2017,78,0,0,0,0,31
LLB127_2018,0,30,31,16,0,0
LLB128_2017,30,0,0,0,0,31
LLB128_2018,49,60,62,46,28,31
LLB129_2017,78,0,0,0,7,31
LLB129_2018,78,60,62,43,28,31
LLB130_2017,78,0,0,0,7,31
LLB130_2018,78,60,62,45,28,31
LLB131_2017,78,0,0,0,0,27
LLB131_2018,78,60,62,44,28,31
LLB132_2017,78,0,0,0,6,31
LLB132_2018,78,60,62,43,28,31
LLB133_2017,78,0,0,0,0,27
LLB133_2018,78,60,62,47,28,31
LLB134_2017,78,0,0,0,7,31
LLB134_2018,78,60,62,45,28,31
LLB135_2017,78,0,0,0,0,27
LLB135_2018,78,60,62,46,28,31
LLB136_2017,78,0,0,0,0,31
LLB136_2018,78,60,62,44,28,31
LLB137_2017,78,0,0,0,7,31
LLB137_2018,78,60,62,42,28,31
LLB138_2017,78,0,0,0,0,27
LLB138_2018,78,60,62,44,28,31
LLB139_2017,78,0,0,0,8,31
LLB139_2018,78,60,62,43,28,31
LLB140_2017,78,0,0,0,7,31
LLB140_2018,78,60,62,45,28,31
LLB141_2017,78,0,0,0,0,31
LLB141_2018,78,60,62,46,28,31
LLB142_2017,32,0,0,0,6,31
LLB142_2018,31,60,62,47,28,31
LLB143_2017,78,0,0,0,0,27
LLB143_2018,78,60,62,46,28,31
LLB144_2017,78,0,0,0,6,31
LLB144_2018,0,60,57,16,0,0
LLB145_2017,78,0,0,0,6,31
LLB145_2018,63,60,62,44,28,31
LLB146_2017,0,0,0,0,0,2
LLB146_2018,78,40,31,31,28,31
LLB147_2017,78,0,0,0,6,31
LLB147_2018,78,60,62,46,28,31
LLB148_2017,35,0,0,0,6,31
LLB148_2018,78,60,62,46,28,31
LLB149_2017,78,0,0,0,8,31
LLB149_2018,78,60,62,42,28,31
LLB150_2017,78,0,0,0,8,31
LLB150_2018,78,60,62,42,28,31
LRN51_2018,78,0,0,12,28,31
LRN52_2018,78,30,31,42,42,31
LRN53_2018,78,30,25,11,28,31
LRN54_2018,0,30,31,40,38,5
LRN55_2018,78,30,31,45,42,31
LRN56_2018,0,30,31,31,12,0
LRN57_2018,78,30,31,41,40,31
LRN58_2018,78,30,31,43,40,31
LRN59_2018,78,30,31,45,42,31
LRN60_2018,0,30,31,37,9,0
LRN61_2018,39,30,31,42,41,31
LRN62_2018,78,30,31,33,28,31
LRN63_2018,78,30,31,41,38,31
LRN64_2018,78,30,31,44,39,31
LRN65_2018,78,30,31,43,38,31
LRN66_2018,78,30,31,34,28,31
LRN67_2018,78,30,31,45,41,31
LRN68_2018,78,30,31,43,40,31
LRN69_2018,78,30,31,42,37,31
LRN70_2018,78,30,31,41,37,31
LRN71_2018,78,30,31,44,39,31
LRN72_2018,78,30,31,43,40,31
LRN73_2018,78,30,31,44,39,31
LRN74_2018,33,30,31,45,41,31
LRN75_2018,78,6,0,13,28,31
MAC26_2017,78,30,31,31,7,12
MAC26_2018,78,30,31,27,22,31
MAC27_2017,78,30,31,31,0,11
MAC27_2018,78,30,31,29,28,31
MAC28_2017,78,30,31,31,2,13
MAC28_2018,57,0,0,0,27,31
MAC29_2017,78,0,0,0,0,13
MAC29_2018,76,0,0,0,26,31
MAC30_2017,78,0,0,0,0,12
MAC30_2018,78,30,31,31,24,31
MAC31_2017,78,30,31,31,8,12
MAC31_2018,78,30,31,27,21,31
MAC32_2017,78,30,31,31,2,15
MAC32_2018,78,30,31,25,27,31
MAC33_2017,78,30,31,31,6,14
MAC33_2018,78,30,31,30,23,31
MAC34_2017,78,30,31,31,0,13
MAC34_2018,78,30,31,30,28,31
MAC35_2017,78,30,31,30,0,14
MAC35_2018,78,30,31,27,28,31
MAC36_2017,78,30,31,31,5,12
MAC36_2018,78,30,31,31,24,31
MAC37_2017,78,30,31,31,1,13
MAC37_2018,78,0,0,0,28,31
MAC38_2017,78,30,31,31,3,13
MAC38_2018,78,30,31,26,26,31
MAC39_2017,78,30,31,31,7,14
MAC39_2018,31,0,0,0,22,31
MAC40_2017,78,30,31,31,4,14
MAC40_2018,78,30,31,28,25,31
MAC41_2017,78,30,31,31,0,15
MAC41_2018,0,0,0,1,0,0
MAC42_2017,78,30,31,31,6,14
MAC42_2018,78,0,0,0,23,31
MAC43_2017,78,30,31,31,3,13
MAC43_2018,78,0,0,0,26,31
MAC44_2017,78,30,31,31,1,11
MAC44_2018,78,30,31,31,28,31
MAC45_2017,78,30,31,31,8,12
MAC45_2018,78,30,31,27,21,31
MAC46_2017,78,30,31,30,0,14
MAC46_2018,78,30,31,32,28,31
MAC47_2017,78,30,31,31,4,13
MAC47_2018,68,0,0,0,25,31
MAC48_2017,78,30,31,31,7,14
MAC48_2018,78,30,31,25,22,31
MAC49_2017,78,30,31,31,4,13
MAC49_2018,78,0,0,0,25,31
MAC50_2017,78,30,31,31,5,12
MAC50_2018,78,30,31,29,24,31
MCC26_2018,78,30,31,38,39,31
MCC27_2018,78,30,31,46,37,31
MCC28_2018,78,30,31,47,42,31
MCC29_2018,78,30,31,44,39,31
MCC30_2018,78,30,31,44,39,31
MCC31_2018,78,30,31,38,43,31
MCC32_2018,43,30,31,45,41,31
MCC33_2018,78,30,31,45,40,31
MCC34_2018,78,0,0,7,28,31
MCC35_2018,78,30,31,45,41,31
MCC36_2018,78,30,31,40,42,31
MCC37_2018,78,30,31,47,43,31
MCC38_2018,78,0,0,15,28,31
MCC39_2018,78,30,31,47,38,31
MCC40_2018,78,30,31,47,39,31
MCC42_2018,78,0,0,13,28,31
MCC43_2018,78,0,0,15,28,31
MCC44_2018,78,0,0,9,28,31
MCC45_2018,78,30,31,39,41,31
MCC46_2018,78,30,31,39,43,31
MCC47_2018,78,30,31,39,40,31
MCC48_2018,78,30,31,40,42,31
MCC49_2018,78,30,31,17,28,31
MCC50_2018,78,30,31,44,38,31
WAB51_2017,78,30,31,31,11,5
WAB51_2018,40,0,0,0,18,31
WAB52_2017,78,30,31,31,10,19
WAB52_2018,78,30,31,13,19,31
WAB53_2018,78,0,0,0,19,31
WAB54_2017,78,30,31,31,10,4
WAB54_2018,78,30,31,13,19,31
WAB55_2017,78,0,0,0,0,19
WAB55_2018,52,0,0,0,19,31
WAB56_2017,78,30,31,26,0,18
WAB56_2018,78,30,31,14,18,31
WAB57_2017,78,0,0,0,0,18
WAB57_2018,78,30,31,14,17,31
WAB58_2017,78,30,31,31,12,6
WAB58_2018,78,30,31,12,16,31
WAB59_2017,78,0,0,0,0,18
WAB59_2018,78,30,29,10,19,31
WAB60_2017,78,30,31,10,0,18
WAB60_2018,78,30,31,10,19,31
WAB61_2018,44,0,0,0,19,31
WAB62_2017,78,30,31,31,9,18
WAB62_2018,78,0,0,0,18,31
WAB63_2017,78,30,31,31,11,4
WAB63_2018,0,0,0,0,5,0
WAB64_2017,78,0,0,0,0,5
WAB64_2018,78,30,31,11,18,31
WAB65_2017,78,30,31,31,11,5
WAB65_2018,78,30,31,11,18,31
WAB66_2017,78,30,18,0,0,5
WAB66_2018,78,30,31,11,17,31
WAB67_2017,78,30,7,0,0,3
WAB67_2018,78,30,31,13,17,31
WAB68_2017,78,30,31,31,12,3
WAB69_2017,78,30,18,0,0,4
WAB69_2018,78,30,31,12,19,31
WAB70_2017,78,30,17,0,0,19
WAB70_2018,78,30,31,13,19,31
WAB71_2017,78,30,31,31,11,4
WAB71_2018,78,30,31,14,18,31
WAB72_2017,78,2,0,0,0,4
WAB72_2018,78,0,0,0,18,31
WAB73_2017,2,0,0,0,0,5
WAB73_2018,4,0,0,0,19,31
WAB74_2017,78,0,0,0,0,3
WAB74_2018,78,30,31,12,19,31
WAB75_2017,0,0,0,0,0,1
WAB75_2018,78,30,31,10,18,31
