deployment,year,Lure
WHEC-33d,2010,y
WHEC-33n,2011,y
WHEC-33n,2012,y
WHEC-33n,2013,y
WHEC-33n,2014,y
WHEC-33n,2015,y
WHEC-33n,2010,y
WHEC-34d,2011,y
WHEC-34d,2012,y
WHEC-34d,2013,y
WHEC-34d,2014,y
WHEC-34d,2015,y
WHEC-34d,2010,y
WHEC-34n,2012,y
WHEC-34n,2014,y
WHEC-34n,2015,y
WHEC-34n,2013,y
WHEC-34n,2010,y
WHEC-35d,2011,y
WHEC-35d,2013,y
WHEC-35d,2014,y
WHEC-35d,2015,y
WHEC-35d,2010,y
WHEC-35n,2011,y
WHEC-35n,2013,y
WHEC-35n,2014,y
WHEC-35n,2015,y
WHEC-35n,2010,y
WHEC-37d,2011,y
WHEC-37d,2012,y
WHEC-37d,2013,y
WHEC-37d,2014,y
WHEC-37d,2015,y
WHEC-37d,2010,y
WHEC-37n,2011,y
WHEC-37n,2012,y
WHEC-37n,2013,y
WHEC-37n,2014,y
WHEC-37n,2015,y
WHEC-37n,2010,y
WHEC-38d,2011,y
WHEC-38d,2012,y
WHEC-38d,2013,y
WHEC-38d,2014,y
WHEC-38d,2015,y
WHEC-38d,2010,y
WHEC-38n,2011,y
WHEC-38n,2012,y
WHEC-38n,2013,y
WHEC-38n,2014,y
WHEC-38n,2015,y
WHEC-38n,2010,y
WHEC-39d,2011,y
WHEC-39d,2013,y
WHEC-39d,2014,y
WHEC-39d,2015,y
WHEC-39d,2010,y
WHEC-39n,2013,y
WHEC-39n,2014,y
WHEC-39n,2015,y
WHEC-39n,2010,y
WHEC-3d,2011,y
WHEC-3d,2012,y
WHEC-3d,2013,y
WHEC-3d,2014,y
WHEC-3d,2015,y
WHEC-3d,2010,y
WHEC-3n,2011,y
WHEC-3n,2012,y
WHEC-3n,2013,y
WHEC-3n,2014,y
WHEC-3n,2015,y
WHEC-3n,2010,y
WHEC-40d,2011,y
WHEC-40d,2012,y
WHEC-40d,2013,y
WHEC-40d,2014,y
WHEC-40d,2015,y
WHEC-40d,2010,y
WHEC-40n,2011,y
WHEC-40n,2012,y
WHEC-40n,2013,y
WHEC-40n,2014,y
WHEC-40n,2015,y
WHEC-40n,2010,y
WHEC-41d,2011,y
WHEC-41d,2012,y
WHEC-41d,2013,y
WHEC-41d,2014,y
WHEC-41d,2015,y
WHEC-41d,2010,y
WHEC-41n,2010,y
WHEC-41n,2011,y
WHEC-41n,2013,y
WHEC-41n,2014,y
WHEC-41n,2015,y
WHEC-42d,2010,y
WHEC-42d,2011,y
WHEC-42n,2011,y
WHEC-43d,2011,y
WHEC-43d,2010,y
WHEC-43n,2011,y
WHEC-43n,2010,y
WHEC-44c,2011,y
WHEC-44c,2012,y
WHEC-44c,2013,y
WHEC-44c,2014,y
WHEC-44c,2015,y
WHEC-44d,2010,y
WHEC-44n,2010,y
WHEC-44u,2011,y
WHEC-44u,2012,y
WHEC-45c,2011,y
WHEC-45c,2013,y
WHEC-45c,2014,y
WHEC-45c,2015,y
WHEC-45d,2010,y
WHEC-45n,2010,y
WHEC-45u,2011,y
WHEC-45u,2013,y
WHEC-45u,2014,y
WHEC-45u,2015,y
WHEC-46c,2011,y
WHEC-46c,2013,y
WHEC-46c,2014,y
WHEC-46c,2015,y
WHEC-46d,2010,y
WHEC-46n,2010,y
WHEC-46u,2011,y
WHEC-46u,2013,y
WHEC-46u,2014,y
WHEC-46u,2015,y
WHEC-47c,2011,y
WHEC-47c,2012,y
WHEC-47c,2014,y
WHEC-47c,2015,y
WHEC-47d,2010,y
WHEC-47n,2010,y
WHEC-47u,2011,y
WHEC-47u,2012,y
WHEC-47u,2014,y
WHEC-48c,2011,y
WHEC-48c,2013,y
WHEC-48c,2015,y
WHEC-48d,2010,y
WHEC-48n,2010,y
WHEC-48u,2011,y
WHEC-48u,2013,y
WHEC-48u,2014,y
WHEC-48u,2015,y
WHEC-49c,2011,y
WHEC-49c,2013,y
WHEC-49c,2014,y
WHEC-49c,2015,y
WHEC-49d,2010,y
WHEC-49n,2010,y
WHEC-49u,2011,y
WHEC-49u,2013,y
WHEC-49u,2015,y
WHEC-4d,2011,y
WHEC-4d,2012,y
WHEC-4d,2013,y
WHEC-4d,2014,y
WHEC-4d,2015,y
WHEC-4d,2010,y
WHEC-4n,2011,y
WHEC-4n,2012,y
WHEC-4n,2013,y
WHEC-4n,2014,y
WHEC-4n,2015,y
WHEC-4n,2010,y
WHEC-50c,2011,y
WHEC-50c,2012,y
WHEC-50c,2014,y
WHEC-50d,2010,y
WHEC-50n,2010,y
WHEC-50u,2011,y
WHEC-50u,2012,y
WHEC-50u,2014,y
WHEC-51c,2011,y
WHEC-51c,2013,y
WHEC-51c,2014,y
WHEC-51u,2011,y
WHEC-51u,2013,y
WHEC-51u,2014,y
WHEC-52c,2011,y
WHEC-52c,2012,y
WHEC-52c,2013,y
WHEC-52c,2014,y
WHEC-52c,2015,y
WHEC-52u,2011,y
WHEC-52u,2012,y
WHEC-52u,2013,y
WHEC-52u,2014,y
WHEC-52u,2015,y
WHEC-53c,2011,y
WHEC-53c,2012,y
WHEC-53c,2013,y
WHEC-53c,2014,y
WHEC-53c,2015,y
WHEC-53u,2011,y
WHEC-53u,2012,y
WHEC-53u,2013,y
WHEC-53u,2014,y
WHEC-53u,2015,y
WHEC-54c,2011,y
WHEC-54c,2013,y
WHEC-54c,2014,y
WHEC-54u,2011,y
WHEC-54u,2013,y
WHEC-54u,2014,y
WHEC-55c,2011,y
WHEC-55c,2012,y
WHEC-55c,2013,y
WHEC-55c,2014,y
WHEC-55c,2015,y
WHEC-55u,2011,y
WHEC-55u,2012,y
WHEC-55u,2013,y
WHEC-55u,2014,y
WHEC-55u,2015,y
WHEC-56c,2011,y
WHEC-56c,2012,y
WHEC-56c,2013,y
WHEC-56c,2014,y
WHEC-56c,2015,y
WHEC-56u,2011,y
WHEC-56u,2012,y
WHEC-56u,2014,y
WHEC-56u,2015,y
WHEC-57c,2011,y
WHEC-57c,2013,y
WHEC-57c,2014,y
WHEC-57u,2011,y
WHEC-57u,2013,y
WHEC-57u,2014,y
WHEC-58c,2011,y
WHEC-58c,2012,y
WHEC-58c,2013,y
WHEC-58c,2014,y
WHEC-58c,2015,y
WHEC-58u,2011,y
WHEC-58u,2012,y
WHEC-58u,2013,y
WHEC-58u,2014,y
WHEC-58u,2015,y
WHEC-59c,2011,y
WHEC-59c,2012,y
WHEC-59c,2013,y
WHEC-59c,2014,y
WHEC-59c,2015,y
WHEC-59u,2011,y
WHEC-59u,2012,y
WHEC-59u,2014,y
WHEC-59u,2015,y
WHEC-59u,2013,y
WHEC-5b,2010,y
WHEC-5b,2011,y
WHEC-5d,2011,y
WHEC-5d,2013,y
WHEC-5d,2014,y
WHEC-5d,2015,y
WHEC-5d,2010,y
WHEC-5n,2011,y
WHEC-5n,2013,y
WHEC-5n,2014,y
WHEC-5n,2015,y
WHEC-5n,2010,y
WHEC-60c,2011,y
WHEC-60c,2013,y
WHEC-60c,2014,y
WHEC-60u,2011,y
WHEC-60u,2013,y
WHEC-60u,2014,y
WHEC-61c,2011,y
WHEC-61c,2012,y
WHEC-61c,2013,y
WHEC-61c,2014,y
WHEC-61c,2015,y
WHEC-61u,2011,y
WHEC-61u,2012,y
WHEC-61u,2013,y
WHEC-61u,2014,y
WHEC-61u,2015,y
WHEC-64c,2011,y
WHEC-64c,2012,y
WHEC-64c,2013,y
WHEC-64c,2014,y
WHEC-64c,2015,y
WHEC-64d,2010,y
WHEC-64n,2010,y
WHEC-64u,2011,y
WHEC-64u,2012,y
WHEC-64u,2013,y
WHEC-64u,2014,y
WHEC-64u,2015,y
WHEC-6d,2011,y
WHEC-6d,2012,y
WHEC-6d,2013,y
WHEC-6d,2014,y
WHEC-6d,2015,y
WHEC-6d,2010,y
WHEC-6n,2011,y
WHEC-6n,2012,y
WHEC-6n,2013,y
WHEC-6n,2014,y
WHEC-6n,2015,y
WHEC-6n,2010,y
WHEC-70c,2011,y
WHEC-70c,2013,y
WHEC-70c,2014,y
WHEC-70c,2015,y
WHEC-70d,2010,y
WHEC-70d,2013,y
WHEC-70n,2010,y
WHEC-70u,2011,y
WHEC-70u,2013,y
WHEC-70u,2014,y
WHEC-70u,2015,y
WHEC-72c,2011,y
WHEC-72c,2012,y
WHEC-72c,2013,y
WHEC-72c,2014,y
WHEC-72c,2015,y
WHEC-72d,2010,y
WHEC-72n,2013,y
WHEC-72u,2011,y
WHEC-72u,2012,y
WHEC-72u,2013,y
WHEC-72u,2014,y
WHEC-72u,2015,y
WHEC-74c,2011,y
WHEC-74c,2012,y
WHEC-74c,2013,y
WHEC-74c,2014,y
WHEC-74c,2015,y
WHEC-74d,2010,y
WHEC-74n,2010,y
WHEC-74u,2011,y
WHEC-74u,2012,y
WHEC-74u,2013,y
WHEC-74u,2014,y
WHEC-74u,2015,y
WHEC-75c,2011,y
WHEC-75c,2013,y
WHEC-75c,2014,y
WHEC-75c,2015,y
WHEC-75d,2010,y
WHEC-75n,2010,y
WHEC-75u,2011,y
WHEC-75u,2013,y
WHEC-75u,2014,y
WHEC-75u,2015,y
WHEC-78d,2011,y
WHEC-78d,2012,y
WHEC-78d,2013,y
WHEC-78d,2014,y
WHEC-78d,2015,y
WHEC-78n,2011,y
WHEC-78n,2012,y
WHEC-78n,2013,y
WHEC-78n,2014,y
WHEC-78n,2015,y
WHEC-79d,2011,y
WHEC-79d,2013,y
WHEC-79d,2014,y
WHEC-79d,2015,y
WHEC-79n,2011,y
WHEC-79n,2013,y
WHEC-79n,2014,y
WHEC-79n,2015,y
WHEC-7d,2011,y
WHEC-7d,2012,y
WHEC-7d,2013,y
WHEC-7d,2014,y
WHEC-7d,2015,y
WHEC-7d,2010,y
WHEC-7n,2011,y
WHEC-7n,2012,y
WHEC-7n,2013,y
WHEC-7n,2014,y
WHEC-7n,2015,y
WHEC-7n,2010,y
WHEC-80d,2011,y
WHEC-80d,2012,y
WHEC-80d,2013,y
WHEC-80d,2014,y
WHEC-80d,2015,y
WHEC-80n,2011,y
WHEC-80n,2012,y
WHEC-80n,2013,y
WHEC-80n,2014,y
WHEC-80n,2015,y
WHEC-81d,2011,y
WHEC-81d,2012,y
WHEC-81d,2013,y
WHEC-81d,2014,y
WHEC-81d,2015,y
WHEC-81n,2011,y
WHEC-81n,2012,y
WHEC-81n,2013,y
WHEC-81n,2014,y
WHEC-81n,2015,y
WHEC-82d,2011,y
WHEC-82d,2013,y
WHEC-82d,2014,y
WHEC-82d,2015,y
WHEC-82n,2011,y
WHEC-82n,2013,y
WHEC-82n,2014,y
WHEC-82n,2015,y
WHEC-84d,2011,y
WHEC-84d,2012,y
WHEC-84d,2013,y
WHEC-84d,2014,y
WHEC-84d,2015,y
WHEC-84n,2011,y
WHEC-84n,2012,y
WHEC-84n,2013,y
WHEC-84n,2014,y
WHEC-84n,2015,y
WHEC-85d,2011,y
WHEC-85d,2012,y
WHEC-85d,2013,y
WHEC-85d,2014,y
WHEC-85d,2015,y
WHEC-85n,2011,y
WHEC-85n,2012,y
WHEC-85n,2013,y
WHEC-85n,2014,y
WHEC-85n,2015,y
WHEC-86c,2011,y
WHEC-86c,2012,y
WHEC-86c,2013,y
WHEC-86c,2014,y
WHEC-86c,2015,y
WHEC-86u,2011,y
WHEC-86u,2012,y
WHEC-86u,2013,y
WHEC-86u,2014,y
WHEC-86u,2015,y
WHEC-89c,2011,y
WHEC-89c,2012,y
WHEC-89c,2013,y
WHEC-89c,2014,y
WHEC-89c,2015,y
WHEC-89n,2010,y
WHEC-89u,2011,y
WHEC-89u,2012,y
WHEC-89u,2013,y
WHEC-89u,2014,y
WHEC-8d,2011,y
WHEC-8d,2013,y
WHEC-8d,2014,y
WHEC-8d,2015,y
WHEC-8d,2010,y
WHEC-8n,2011,y
WHEC-8n,2013,y
WHEC-8n,2014,y
WHEC-8n,2015,y
WHEC-8n,2010,y
WHEC-92c,2011,y
WHEC-92c,2013,y
WHEC-92c,2014,y
WHEC-92d,2010,y
WHEC-92n,2010,y
WHEC-92u,2011,y
WHEC-92u,2013,y
WHEC-92u,2014,y
WHEC-92u,2015,y
WHEC-94c,2012,y
WHEC-94c,2013,y
WHEC-94c,2014,y
WHEC-94c,2015,y
WHEC-94u,2012,y
WHEC-94u,2013,y
WHEC-94u,2014,y
WHEC-94u,2015,y
WHEC-95c,2011,y
WHEC-95c,2012,y
WHEC-95c,2013,y
WHEC-95c,2014,y
WHEC-95c,2015,y
WHEC-95d,2010,y
WHEC-95n,2010,y
WHEC-95u,2011,y
WHEC-95u,2012,y
WHEC-95u,2013,y
WHEC-95u,2014,y
WHEC-95u,2015,y
WHEC-98c,2014,y
WHEC-98d,2010,y
WHEC-98u,2011,y
WHEC-98u,2014,y
WHEC-98u,2015,y
WHEC-9d,2010,y
WHEC-9d,2011,y
WHEC-9d,2012,y
WHEC-9d,2013,y
WHEC-9d,2014,y
WHEC-9d,2015,y
WHEC-9n,2010,y
WHEC-9n,2011,y
WHEC-9n,2012,y
WHEC-9n,2013,y
WHEC-9n,2015,y
WHEC-far1,2014,y
WHEC-far10,2014,y
WHEC-far11,2014,y
WHEC-far12,2014,y
WHEC-far14,2014,y
WHEC-far15,2014,y
WHEC-far16,2014,y
WHEC-far17,2014,y
WHEC-far18,2014,y
WHEC-far2,2014,y
WHEC-far25,2014,y
WHEC-far26,2014,y
WHEC-far28,2014,y
WHEC-far29,2014,y
WHEC-far30,2014,y
WHEC-far31,2014,y
WHEC-far5,2014,y
WHEC-far6,2014,y
WHEC-far7,2014,y
WHEC-far8,2014,y
WHEC-far9,2014,y
WHEC-near,2014,y
WHEC-near10,2014,y
WHEC-near11,2014,y
WHEC-near12,2014,y
WHEC-near13,2014,y
WHEC-near15,2014,y
WHEC-near16,2014,y
WHEC-near2,2014,y
WHEC-near21,2014,y
WHEC-near22,2014,y
WHEC-near24,2014,y
WHEC-near25,2014,y
WHEC-near26,2014,y
WHEC-near27,2014,y
WHEC-near28,2014,y
WHEC-near29,2014,y
WHEC-near3,2014,y
WHEC-near4,2014,y
WHEC-near5,2014,y
WHEC-near7,2014,y
WHEC-near8,2014,y
WHEC-near9,2014,y
